symbol,log2FoldChange,padj,A_Sham_4,A_Sham_5,A_Sham_6,A_svd_4,A_svd_5,A_svd_6
Rabl2,0.085,0.861,8.854,1.302,5.376,2.452,8.521,6.114
Rabl3,-0.178,0.356,3.585,4.552,2.450,1.945,2.340,3.757
Rabl6,-0.094,0.524,33.902,40.586,52.331,37.543,38.061,37.941
Rac1,0.049,0.749,176.190,188.428,110.703,166.069,152.273,172.987
Rac2,0.173,0.652,3.655,0.234,1.616,2.332,2.189,2.437
Rac3,-0.178,0.637,15.867,6.395,6.794,4.900,6.651,11.612
Racgap1,0.328,0.419,0.799,1.654,0.543,0.325,2.376,2.181
Rad1,0.207,0.448,6.246,2.150,5.592,4.961,6.207,6.262
Rad17,0.234,0.552,3.974,3.112,7.406,9.092,5.553,3.822
Rad18,0.190,0.412,0.221,1.128,0.309,1.145,0.753,0.592
Rad21,0.120,0.168,31.699,33.838,26.854,35.828,30.947,35.746
Rad21l,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Rad23a,-0.246,0.095,42.988,43.587,44.052,24.151,31.204,41.338
Rad23b,0.173,0.451,27.503,31.447,13.762,27.773,30.527,26.031
Rad50,0.133,0.561,2.674,2.318,3.409,4.097,3.823,1.898
Rad51,0.181,0.555,0.764,0.000,0.000,0.000,0.649,0.798
Rad51ap1,-0.180,0.555,0.000,0.000,1.127,0.000,0.214,0.180
Rad51ap2,0.021,0.767,0.176,0.000,0.000,0.125,0.117,0.000
Rad51b,0.006,0.927,0.000,0.000,0.115,0.000,0.135,0.000
Rad51c,-0.328,0.405,1.582,5.015,0.890,1.184,1.444,1.308
Rad51d,0.054,0.863,4.886,0.962,4.363,3.332,3.602,3.959
Rad52,-0.045,0.889,4.199,2.427,7.938,5.244,4.616,3.869
Rad54b,0.538,0.247,3.217,2.145,0.812,5.596,2.842,2.510
Rad54l,0.103,0.554,0.311,0.000,0.000,0.000,0.166,0.486
Rad54l2,0.029,0.869,4.974,3.703,6.567,6.035,4.740,4.883
Rad9a,-0.128,0.498,11.277,20.066,19.008,17.073,12.304,13.558
Rad9b,1.354,0.006,0.000,0.000,0.181,2.010,1.156,1.322
Radil,-0.290,0.238,1.344,2.421,3.094,0.522,1.354,2.079
Rae1,0.161,0.148,14.008,12.889,10.604,15.610,13.069,14.808
Raet1a,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Raet1b,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Raet1c,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Raet1d,0.436,0.374,0.000,0.000,0.000,0.000,0.000,1.309
Raet1e,0.069,0.374,0.000,0.000,0.000,0.000,0.000,0.206
Raf1,0.216,0.291,18.967,13.800,23.997,20.412,23.675,25.192
Rag1,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Rag2,0.051,0.374,0.000,0.000,0.000,0.000,0.153,0.000
Rai1,-0.148,0.396,10.097,9.241,14.823,9.945,9.170,9.307
Rai14,-0.018,0.898,23.432,15.883,23.260,21.487,18.759,20.667
Rai2,-0.349,0.346,6.670,8.954,1.633,2.660,4.685,2.622
Rala,0.235,0.291,11.464,9.131,5.358,11.581,11.139,9.589
Ralb,0.297,0.160,29.608,17.343,25.807,28.095,31.843,34.719
Ralbp1,-0.131,0.531,32.845,26.807,47.481,27.830,29.751,34.628
Ralgapa1,0.265,0.362,13.524,7.896,5.428,12.359,12.143,9.840
Ralgapa2,-0.097,0.428,3.268,3.116,3.652,3.589,2.934,2.146
Ralgapb,0.053,0.332,13.764,13.803,12.057,14.756,13.123,13.503
Ralgds,0.290,0.262,16.666,10.011,22.015,20.994,19.711,22.703
Ralgps1,0.154,0.619,5.934,2.605,3.710,4.828,6.611,3.041
Ralgps2,0.082,0.601,3.204,2.530,2.073,3.465,3.016,2.111
Raly,-0.017,0.951,92.111,50.426,126.499,79.421,91.885,92.489
Ralyl,0.260,0.482,2.538,7.412,2.739,3.845,6.950,5.648
Ramp1,-0.103,0.606,17.985,34.003,30.888,20.709,23.429,28.903
Ramp2,-0.214,0.412,267.122,242.650,464.719,235.088,256.075,271.122
Ramp3,0.123,0.624,13.476,17.458,13.928,14.554,11.901,23.638
Ran,0.153,0.354,50.061,56.222,32.577,57.411,49.736,50.887
Ranbp1,0.333,0.377,14.286,26.465,38.049,24.581,35.990,44.636
Ranbp10,0.044,0.916,5.867,2.609,12.524,5.813,8.927,7.305
Ranbp17,-0.289,0.068,1.669,1.100,1.818,1.105,0.580,0.687
Ranbp2,0.170,0.550,15.441,13.409,5.309,14.674,13.983,11.184
Ranbp3,-0.137,0.452,35.419,41.105,57.570,34.139,41.772,38.434
Ranbp3l,0.273,0.447,18.310,17.371,10.694,10.376,22.299,26.398
Ranbp6,0.290,0.317,4.723,5.375,1.633,5.744,4.103,5.887
Ranbp9,-0.112,0.179,15.999,13.393,14.047,13.238,12.905,11.681
Rangap1,0.107,0.480,23.692,29.414,33.548,36.093,26.845,32.280
Rangrf,0.067,0.860,5.900,4.609,13.742,8.603,6.490,10.900
Rap1a,0.278,0.426,26.684,32.491,8.525,24.465,27.874,33.347
Rap1b,0.422,0.025,73.462,61.904,50.432,88.375,80.258,93.716
Rap1gap,-0.072,0.595,14.662,22.053,22.765,18.664,17.597,18.073
Rap1gap2,0.039,0.815,8.207,5.389,6.746,8.617,6.208,6.232
Rap1gds1,-0.106,0.425,30.200,41.964,27.231,27.008,28.251,31.887
Rap2a,0.035,0.842,10.857,6.192,9.619,9.962,9.453,8.084
Rap2b,-0.090,0.513,4.163,6.384,6.828,5.358,5.211,4.798
Rap2c,0.398,0.187,4.534,5.785,1.531,5.432,6.359,5.651
Rapgef1,0.170,0.406,31.214,19.319,34.647,30.314,32.824,36.478
Rapgef2,-0.167,0.250,18.062,16.885,23.992,15.361,15.688,17.147
Rapgef3,0.153,0.653,10.959,10.255,24.734,14.947,19.961,18.348
Rapgef4,0.081,0.608,73.091,81.956,53.448,81.800,60.036,80.457
Rapgef5,0.549,0.020,13.043,12.575,11.538,22.325,15.913,20.278
Rapgef6,-0.085,0.371,5.555,5.551,5.393,5.434,5.398,3.833
Rapgefl1,-0.065,0.460,9.738,11.544,10.018,8.129,10.986,9.605
Raph1,0.600,0.118,4.280,2.581,1.669,6.688,3.775,4.800
Rapsn,0.113,0.790,1.411,0.000,0.000,0.000,1.183,0.726
Rara,0.034,0.906,11.125,5.129,14.355,9.742,9.137,12.791
Rarb,0.598,0.009,4.163,4.549,2.515,6.251,6.851,6.356
Rarg,-0.042,0.719,27.248,19.787,23.647,20.889,24.352,21.749
Rarres1,1.430,0.189,0.000,0.000,0.000,0.308,0.753,3.227
Rarres2,-0.089,0.673,59.104,59.115,84.737,45.486,59.144,78.632
Rars,0.127,0.715,10.240,23.801,8.338,12.698,18.779,15.665
Rars2,-0.098,0.764,4.075,8.201,1.983,3.973,4.447,3.887
Rasa1,0.107,0.622,12.479,6.220,7.859,9.496,10.470,9.518
Rasa2,0.361,0.264,4.056,1.079,2.469,4.299,2.937,4.141
Rasa3,0.107,0.619,6.204,11.712,10.330,8.745,9.370,13.054
Rasa4,0.108,0.806,1.927,0.619,5.084,3.569,1.901,3.304
Rasal1,-0.262,0.493,6.229,6.118,16.720,6.394,5.927,8.260
Rasal2,-0.136,0.561,7.831,5.247,10.695,8.107,6.766,5.122
Rasal3,0.141,0.518,0.401,0.000,0.336,0.000,0.701,0.571
Rasd1,-0.499,0.473,6.181,4.777,36.384,7.087,4.969,10.250
Rasd2,0.578,0.070,5.941,4.023,8.616,11.387,8.553,10.932
Rasef,-0.303,0.142,0.752,0.741,0.000,0.112,0.000,0.000
Rasgef1a,-0.130,0.557,15.122,30.709,17.783,17.671,16.534,19.783
Rasgef1b,0.166,0.346,5.021,7.075,3.696,5.437,6.240,6.947
Rasgef1c,0.024,0.874,2.983,2.350,3.069,2.417,3.759,2.412
Rasgrf1,-0.020,0.846,19.335,26.195,22.315,24.418,21.827,19.285
Rasgrf2,-0.052,0.820,5.759,7.383,3.355,4.008,6.796,4.425
Rasgrp1,0.102,0.347,10.799,12.404,9.368,13.512,11.724,10.484
Rasgrp2,-0.232,0.504,18.356,9.580,30.198,11.367,16.369,16.136
Rasgrp3,0.178,0.437,24.978,20.365,11.666,24.762,22.178,19.789
Rasgrp4,-0.071,0.794,3.828,1.556,1.378,1.653,1.984,2.372
Rasip1,0.041,0.832,66.515,57.616,69.041,52.033,59.192,88.388
Rasl10a,-0.256,0.392,7.576,12.800,8.486,11.535,3.873,4.962
Rasl10b,-0.173,0.188,33.561,33.235,31.304,23.219,22.646,33.873
Rasl11a,1.780,0.001,0.940,0.148,0.667,3.635,3.113,3.429
Rasl11b,0.029,0.914,10.276,5.308,10.556,5.593,10.887,10.381
Rasl12,-0.084,0.744,10.308,4.125,8.982,6.792,5.888,8.416
Rasl2-9,0.123,0.459,0.000,0.000,0.076,0.000,0.000,0.457
Rassf1,0.144,0.470,13.580,7.545,12.588,13.041,14.330,11.375
Rassf10,-0.204,0.514,1.902,0.482,1.945,0.113,0.909,1.806
Rassf2,-0.019,0.945,12.009,6.854,17.710,11.410,12.089,12.210
Rassf3,0.147,0.478,75.036,43.160,49.095,58.238,68.948,63.520
Rassf4,0.108,0.794,1.886,0.000,3.372,2.711,2.186,1.291
Rassf5,0.004,0.982,1.875,2.026,2.949,1.744,3.110,1.972
Rassf6,0.195,0.289,0.198,0.000,0.000,0.000,0.278,0.544
Rassf7,0.665,0.059,0.789,0.000,0.000,1.339,0.740,1.224
Rassf8,-0.418,0.077,32.668,27.949,41.289,15.154,27.615,14.799
Rassf9,-0.212,0.391,17.166,22.851,10.858,17.403,11.548,9.785
Raver1,0.184,0.470,22.756,20.465,10.250,19.436,25.254,18.206
Raver2,0.262,0.248,1.701,0.524,1.114,1.376,2.059,1.532
Rax,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Rb1,0.527,0.159,6.714,2.567,2.633,7.637,6.216,5.745
Rb1cc1,0.134,0.386,8.921,5.520,6.402,7.802,8.273,7.755
Rbak,0.197,0.590,3.287,2.376,3.602,1.259,5.086,5.247
Rbakdn,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Rbbp4,0.139,0.354,40.505,35.998,24.812,39.700,36.124,38.440
Rbbp5,0.084,0.712,6.295,5.633,9.103,8.086,9.422,5.354
Rbbp6,0.219,0.225,13.149,12.778,7.257,13.183,13.016,14.307
Rbbp7,0.185,0.208,49.396,37.991,42.402,44.674,49.920,58.313
Rbbp8,0.430,0.049,2.651,2.286,1.384,3.511,2.810,3.873
Rbbp8nl,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Rbbp9,-0.126,0.635,11.777,21.125,9.132,8.942,12.867,13.893
Rbck1,-0.230,0.035,49.322,64.512,56.350,39.411,42.220,47.150
Rbfa,-0.203,0.351,19.650,26.890,34.560,17.550,26.854,19.039
Rbfox1,-0.119,0.748,10.755,23.030,6.405,8.585,14.047,11.641
Rbfox2,0.176,0.201,22.528,16.876,17.298,21.053,24.486,20.969
Rbfox3,-0.084,0.375,23.507,32.874,29.778,25.855,25.280,26.503
Rbks,-0.048,0.915,4.855,0.000,2.226,2.268,2.561,1.792
Rbl1,0.239,0.503,4.231,0.846,1.740,3.002,2.587,3.523
Rbl2,0.038,0.749,10.312,8.648,6.957,9.481,9.269,7.945
Rbm10,0.513,0.085,15.105,6.853,13.726,19.800,18.893,16.536
Rbm11,0.025,0.949,0.627,0.000,1.726,1.603,0.223,0.677
Rbm12,0.487,0.066,6.534,3.535,3.879,6.502,8.164,7.334
Rbm12b1,0.225,0.597,0.282,1.419,3.607,2.688,2.894,1.549
Rbm12b2,0.202,0.396,2.754,3.122,1.124,3.435,2.161,3.281
Rbm14,0.200,0.612,5.489,3.263,11.976,10.011,8.528,6.862
Rbm15,-0.141,0.370,5.079,5.529,6.299,5.916,3.111,4.909
Rbm15b,0.002,0.987,14.818,18.244,19.760,18.095,15.701,18.538
Rbm17,0.121,0.372,34.994,38.609,24.455,35.616,33.923,39.116
Rbm18,0.037,0.870,8.186,11.509,6.377,7.025,7.613,12.108
Rbm19,-0.199,0.551,7.918,1.939,5.277,2.879,4.772,3.819
Rbm20,-0.040,0.861,0.586,0.927,0.788,0.379,0.272,1.413
Rbm22,-0.046,0.768,19.145,14.584,13.555,11.661,17.256,15.591
Rbm24,0.623,0.293,3.428,0.702,0.278,3.419,4.058,1.459
Rbm25,-0.104,0.569,38.690,24.452,40.808,30.505,27.576,34.196
Rbm26,-0.122,0.668,22.432,34.762,12.418,22.909,16.112,20.513
Rbm27,-0.009,0.960,8.548,10.214,5.398,8.886,8.641,5.995
Rbm28,0.684,0.106,9.332,5.108,5.641,15.813,10.905,8.812
Rbm3,-0.019,0.934,99.815,116.138,63.634,69.982,80.694,119.238
Rbm31y,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Rbm33,0.139,0.549,5.967,2.926,5.479,6.342,6.131,4.199
Rbm34,0.106,0.598,2.373,3.281,1.162,2.220,2.912,2.594
Rbm38,-0.399,0.033,6.917,9.807,11.082,5.038,5.423,4.866
Rbm39,0.325,0.104,43.913,38.386,29.285,55.112,50.506,41.244
Rbm3os,0.154,0.374,0.000,0.000,0.000,0.000,0.000,0.463
Rbm4,-0.061,0.859,1.236,6.890,7.040,3.824,4.874,5.173
Rbm41,0.272,0.184,1.501,1.590,0.574,1.830,2.144,1.417
Rbm42,-0.178,0.045,55.937,70.639,58.834,47.118,49.004,53.690
Rbm43,-0.162,0.604,6.964,9.139,3.019,3.142,7.447,4.667
Rbm44,0.009,0.374,0.000,0.000,0.000,0.026,0.000,0.000
Rbm45,0.544,0.183,3.234,1.105,4.161,3.133,5.810,5.771
Rbm46,-0.275,0.474,0.000,1.878,0.172,0.220,0.165,0.239
Rbm46os,0.008,0.374,0.000,0.000,0.000,0.000,0.000,0.024
Rbm47,-0.337,0.129,10.843,9.999,7.030,7.718,6.526,2.977
Rbm48,-0.206,0.687,3.640,9.516,0.451,2.713,4.131,3.074
Rbm4b,-0.213,0.412,7.160,4.936,4.169,1.660,5.321,5.060
Rbm5,0.077,0.750,25.346,23.260,39.599,32.298,37.825,24.448
Rbm6,0.159,0.530,16.938,7.937,9.566,12.573,14.289,13.221
Rbm7,0.045,0.859,36.766,20.318,19.475,26.305,22.355,30.706
Rbm8a,-0.003,0.985,14.717,19.283,10.657,15.753,13.272,14.778
Rbms1,0.159,0.653,26.306,41.327,10.500,33.537,25.366,30.106
Rbms2,-0.209,0.228,29.847,18.657,28.621,19.711,20.456,19.757
Rbms3,0.295,0.082,3.601,4.267,2.580,5.470,4.441,4.303
Rbmx,0.495,0.083,16.561,13.204,8.978,23.560,17.491,17.593
Rbmx2,0.627,0.302,0.903,0.000,2.382,3.930,0.952,2.387
Rbmxl1,0.140,0.611,10.794,21.543,20.497,14.763,18.854,26.299
Rbmxl2,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Rbmy,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Rbp1,-0.040,0.898,46.659,43.308,96.759,56.132,56.472,65.915
Rbp2,-0.519,0.570,0.000,0.000,11.441,3.983,0.000,0.000
Rbp3,-0.048,0.165,0.103,0.052,0.000,0.000,0.000,0.000
Rbp4,-0.018,0.956,25.630,28.928,45.947,24.960,24.643,48.441
Rbp7,-0.192,0.374,0.000,0.735,0.000,0.000,0.000,0.000
Rbpj,0.049,0.683,10.046,13.359,8.771,11.523,11.886,9.985
Rbpjl,0.146,0.277,0.000,0.000,0.000,0.372,0.062,0.000
Rbpms,-0.212,0.217,32.641,54.101,43.516,37.999,27.667,34.849
Rbpms2,-0.393,0.223,6.101,7.166,14.181,5.470,6.250,3.648
Rbsn,0.413,0.085,9.198,5.073,8.195,12.238,10.651,9.848
Rbx1,0.049,0.639,35.377,44.278,32.589,41.110,40.991,34.078
Rc3h1,0.111,0.504,6.141,3.416,4.736,5.705,4.946,5.432
Rc3h2,0.264,0.306,8.427,6.150,3.298,8.573,6.840,7.652
Rcan1,0.213,0.191,21.090,19.574,25.356,28.279,22.156,29.582
Rcan2,-0.145,0.494,28.131,15.087,18.347,16.204,17.112,18.500
Rcan3,0.433,0.052,4.498,3.529,2.935,6.509,4.568,5.741
Rcbtb1,0.020,0.918,9.316,7.325,13.285,10.637,10.668,9.070
Rcbtb2,-0.131,0.457,7.200,9.779,4.891,6.075,5.588,6.652
Rcc1,0.213,0.180,2.628,3.769,2.975,3.616,4.850,3.383
Rcc2,0.154,0.078,21.883,19.223,21.147,24.540,22.172,24.869
Rccd1,0.358,0.409,1.058,0.000,2.696,1.350,2.251,2.613
Rce1,0.146,0.538,22.087,10.518,17.834,22.106,18.339,17.455
Rchy1,0.237,0.045,14.492,12.813,12.783,14.887,18.277,16.595
Rcl1,-0.036,0.898,8.150,2.762,5.187,4.597,4.757,5.973
Rcn1,0.098,0.244,18.591,22.252,18.428,21.149,23.724,19.671
Rcn2,-0.145,0.147,74.997,74.853,56.326,59.987,56.001,57.608
Rcn3,-0.188,0.632,71.242,61.561,169.730,64.158,90.675,89.963
Rcor1,0.016,0.959,6.114,3.058,10.416,5.726,7.414,6.765
Rcor2,0.173,0.679,2.113,0.000,2.706,0.925,2.851,2.435
Rcor3,0.136,0.553,8.537,6.603,4.673,5.862,9.743,7.032
Rcsd1,0.018,0.913,22.900,31.092,37.808,29.348,34.222,28.978
Rcvrn,0.374,0.135,0.000,0.000,0.000,0.434,0.000,0.686
Rd3,-0.484,0.061,2.943,2.110,4.603,1.053,1.424,1.022
Rd3l,0.406,0.161,0.776,0.000,0.000,1.004,0.505,0.793
Rdh1,-0.017,0.688,0.071,0.036,0.158,0.076,0.094,0.040
Rdh10,0.540,0.227,9.937,5.730,6.146,11.168,7.034,16.718
Rdh11,0.016,0.884,16.227,15.589,12.714,17.186,12.641,14.910
Rdh12,-0.048,0.906,2.009,2.554,0.300,2.532,1.852,0.000
Rdh13,0.025,0.907,3.308,3.200,4.297,5.272,3.046,2.715
Rdh14,0.097,0.091,14.515,17.090,16.154,18.056,16.859,17.155
Rdh16,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Rdh18-ps,-0.008,0.374,0.025,0.000,0.000,0.000,0.000,0.000
Rdh19,-0.079,0.555,0.155,0.000,0.490,0.110,0.166,0.087
Rdh5,-0.565,0.045,48.306,71.269,55.599,33.673,34.970,4.594
Rdh7,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Rdh8,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Rdh9,-0.138,0.695,0.244,1.597,0.000,0.783,0.196,0.147
Rdm1,-0.201,0.311,33.356,59.108,36.764,36.450,28.982,35.534
Rdx,-0.071,0.256,49.413,49.322,45.004,41.886,48.621,41.187
Rec114,-0.484,0.402,0.765,4.673,0.000,0.000,0.310,0.975
Rec8,-0.371,0.212,2.160,5.911,3.027,0.955,2.336,2.460
Reck,0.074,0.693,48.406,28.969,48.693,40.446,48.800,45.650
Recql,-0.195,0.016,5.905,6.234,5.399,4.794,4.679,3.893
Recql4,-0.087,0.815,0.609,0.000,1.657,0.000,1.254,0.573
Recql5,0.092,0.716,2.416,3.145,5.573,3.320,4.987,4.037
Redrum,-0.013,0.767,0.000,0.132,0.000,0.046,0.000,0.036
Reep1,0.132,0.503,19.292,23.316,16.510,28.228,16.999,21.135
Reep2,-0.214,0.233,62.407,112.975,92.059,71.903,66.460,68.106
Reep3,0.105,0.631,29.789,31.719,14.314,27.519,26.205,28.961
Reep4,0.029,0.900,5.214,4.391,3.657,2.603,4.571,6.415
Reep5,-0.197,0.288,143.861,198.194,109.824,129.468,123.676,102.761
Reep6,-0.298,0.369,4.518,8.413,13.686,7.485,5.894,4.244
Reg1,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Reg2,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Reg3a,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Reg3b,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Reg3d,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Reg3g,0.263,0.087,0.000,0.000,0.000,0.163,0.494,0.129
Reg4,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Rel,0.181,0.507,1.535,0.000,0.809,1.134,1.142,1.049
Rela,0.130,0.711,25.657,19.292,48.211,32.495,28.199,44.702
Relb,0.111,0.487,8.081,7.499,5.934,8.602,5.990,9.337
Rell1,0.159,0.378,21.435,26.131,20.270,27.514,19.288,31.268
Rell2,-0.344,0.033,12.617,17.390,14.529,9.347,11.296,7.144
Reln,-0.265,0.423,2.789,6.410,1.770,2.864,2.473,1.775
Relt,0.051,0.822,3.429,3.250,2.783,4.165,1.599,4.215
Rem1,-0.089,0.619,2.793,4.990,4.589,4.590,2.745,3.519
Rem2,0.340,0.547,0.568,0.000,1.470,1.161,2.611,0.000
Ren1,-0.396,0.293,0.855,0.000,2.104,0.611,0.000,0.000
Ren2,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000
Renbp,-0.145,0.413,16.291,21.180,20.872,12.420,14.501,21.959
Rep15,0.649,0.383,0.000,0.000,0.936,2.753,0.090,0.662
Repin1,-0.338,0.094,11.280,8.622,14.086,7.356,8.177,5.790
Reps1,-0.031,0.891,7.045,7.869,9.539,4.466,8.486,10.433
Reps2,0.157,0.515,3.538,3.024,1.382,2.212,3.466,3.845
Rer1,-0.038,0.789,48.766,71.532,46.515,58.007,50.232,49.603
Rere,-0.036,0.622,21.211,23.034,25.630,20.897,23.273,22.359
Rerg,-0.121,0.776,0.372,5.616,3.610,2.007,1.802,4.120
Rergl,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Resp18,-0.107,0.533,42.320,76.912,55.606,53.410,48.184,51.825
Rest,-0.047,0.898,4.114,2.959,9.288,6.824,4.591,3.976
Ret,1.237,0.029,6.734,1.953,2.218,9.481,8.025,10.384
Retn,0.411,0.282,0.228,0.000,0.000,0.000,0.374,1.181
Retnla,0.291,0.532,1.311,0.000,0.000,0.000,1.256,1.310
Retnlb,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Retnlg,0.085,0.914,2.771,0.000,0.838,0.000,0.000,4.196
Retsat,-0.224,0.051,24.721,20.660,25.546,18.470,16.865,18.523
Rev1,-0.060,0.673,4.354,6.281,6.369,4.630,4.561,6.422
Rev3l,0.068,0.758,3.696,2.173,1.336,2.711,2.585,2.504
Rex2,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Rexo1,-0.106,0.593,8.558,7.108,11.984,7.393,9.941,6.896
Rexo2,-0.178,0.064,55.229,49.776,49.258,36.131,42.782,46.100
Rexo4,0.158,0.218,8.455,9.103,9.663,12.453,9.229,9.971
Rfc1,-0.140,0.485,10.119,9.905,5.488,5.128,7.903,8.192
Rfc2,-0.107,0.435,20.550,18.113,25.980,18.840,20.252,17.839
Rfc3,0.713,0.149,4.118,0.000,2.691,4.051,4.152,5.672
Rfc4,-0.628,0.404,0.000,9.913,0.978,0.644,0.553,0.872
Rfc5,-0.130,0.773,0.854,6.584,8.489,2.073,4.756,6.499
Rfesd,0.012,0.956,3.165,2.070,1.574,1.966,3.149,1.726
Rffl,0.024,0.861,3.096,2.683,4.387,3.367,3.557,3.477
Rfk,0.309,0.173,42.638,43.656,22.934,41.411,49.402,50.869
Rfng,-0.090,0.665,28.838,15.257,27.843,23.284,21.493,20.069
Rfpl4,-0.052,0.599,0.350,0.109,0.050,0.150,0.169,0.000
Rfpl4b,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Rft1,-0.164,0.346,13.902,19.307,10.352,12.296,10.789,12.251
Rftn1,0.693,0.182,4.453,1.226,3.987,3.258,6.917,8.224
Rftn2,0.043,0.832,10.877,8.152,5.334,9.511,7.277,8.415
Rfwd2,0.230,0.101,10.567,8.915,7.945,12.709,10.079,11.255
Rfwd3,0.017,0.948,7.987,5.107,4.032,4.981,7.830,4.450
Rfx1,0.006,0.988,6.163,3.262,13.922,7.665,8.541,7.270
Rfx2,-0.150,0.823,1.217,0.043,8.174,3.359,2.527,1.720
Rfx3,-0.033,0.909,5.083,4.572,1.686,4.670,3.971,2.043
Rfx4,0.511,0.296,1.071,0.000,0.000,0.549,1.951,0.646
Rfx5,-0.338,0.342,7.862,13.258,3.111,4.108,5.780,4.826
Rfx6,0.010,0.374,0.000,0.000,0.000,0.029,0.000,0.000
Rfx7,0.615,0.118,4.055,0.607,2.519,4.962,4.299,4.142
Rfx8,0.183,0.117,0.000,0.000,0.000,0.259,0.000,0.286
Rfxank,-0.048,0.727,5.350,3.798,4.394,4.640,3.241,4.748
Rfxap,-0.040,0.862,6.926,13.479,13.326,9.646,8.439,13.766
Rgag1,0.141,0.346,0.000,0.000,0.000,0.402,0.018,0.000
Rgag4,0.035,0.794,3.227,1.984,2.629,3.156,2.429,2.562
Rgcc,-0.422,0.354,13.169,83.156,48.078,32.531,23.820,24.146
Rgl1,0.385,0.088,15.405,10.623,16.915,20.330,17.310,22.603
Rgl2,0.296,0.363,17.963,6.883,19.189,15.470,21.663,20.691
Rgl3,0.146,0.463,3.521,1.643,3.500,3.807,3.089,3.412
Rgma,-0.216,0.142,29.793,47.564,38.331,27.971,31.101,29.674
Rgmb,-0.368,0.222,23.630,16.296,38.283,16.890,16.349,14.904
Rgn,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Rgp1,-0.016,0.935,12.758,8.304,8.317,7.406,9.553,11.637
Rgr,0.001,0.959,0.022,0.000,0.000,0.024,0.000,0.000
Rgs1,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Rgs10,-0.262,0.534,21.151,41.965,8.212,15.130,16.220,19.303
Rgs11,1.163,0.105,1.688,0.000,4.624,4.854,4.528,7.908
Rgs12,-0.151,0.316,28.896,28.523,39.979,26.920,25.155,29.460
Rgs13,0.193,0.374,0.000,0.000,0.000,0.576,0.000,0.000
Rgs14,0.285,0.342,1.293,3.215,1.814,3.329,3.757,1.740
Rgs16,0.097,0.624,6.813,4.747,6.424,4.540,7.294,8.030
Rgs17,0.009,0.986,7.942,19.969,2.126,11.032,6.947,11.579
Rgs18,0.021,0.945,1.260,1.858,0.153,0.506,1.054,1.775
Rgs19,0.444,0.145,7.858,5.346,6.755,7.602,9.033,13.265
Rgs2,0.263,0.252,6.419,3.450,5.285,7.661,6.877,5.235
Rgs20,0.026,0.944,2.208,8.335,3.610,4.022,3.710,6.587
Rgs21,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Rgs22,-0.039,0.716,0.389,0.000,0.153,0.147,0.183,0.077
Rgs3,-0.162,0.441,38.491,32.999,58.045,33.997,37.365,36.118
Rgs4,0.064,0.624,37.311,39.391,24.737,34.090,36.261,36.189
Rgs5,-0.195,0.302,180.097,187.757,102.422,114.734,133.031,124.084
Rgs6,0.674,0.168,3.735,1.678,1.883,3.734,3.290,7.095
Rgs7,0.438,0.366,3.076,9.609,1.801,8.776,7.174,5.661
Rgs7bp,-0.093,0.743,21.362,38.325,16.844,29.138,17.054,21.559
Rgs8,0.054,0.739,2.316,2.094,1.258,2.176,1.416,2.464
Rgs9,0.063,0.718,9.755,12.031,15.157,14.642,14.039,10.388
Rgs9bp,0.018,0.638,0.014,0.021,0.072,0.117,0.022,0.023
Rgsl1,-0.223,0.406,1.621,0.924,0.094,0.623,0.425,0.299
Rhag,-0.334,0.360,0.000,1.513,0.030,0.000,0.000,0.000
Rhbdd1,0.057,0.716,7.685,7.925,7.416,9.426,9.160,5.618
Rhbdd2,-0.209,0.061,20.249,25.505,18.130,16.530,15.840,16.839
